Speaker,Rep,Syll,Phon,Filename,Filepath
F1,1,teek,tik,teek1F1.wav,1F/teek1F1.wav
F1,2,teek,tik,teek1F2.wav,1F/teek1F2.wav
F1,1,teel,til,teel1F1.wav,1F/teel1F1.wav
F1,2,teel,til,teel1F2.wav,1F/teel1F2.wav
F1,1,teem,tim,teem1F1.wav,1F/teem1F1.wav
F1,2,teem,tim,teem1F2.wav,1F/teem1F2.wav
F1,1,teen,tin,teen1F1.wav,1F/teen1F1.wav
F1,2,teen,tin,teen1F2.wav,1F/teen1F2.wav
F1,1,teeng,tiN,teeng1F1.wav,1F/teeng1F1.wav
F1,2,teeng,tiN,teeng1F2.wav,1F/teeng1F2.wav
F1,1,teep,tip,teep1F1.wav,1F/teep1F1.wav
F1,2,teep,tip,teep1F2.wav,1F/teep1F2.wav
F1,1,teer,tir,teer1F1.wav,1F/teer1F1.wav
F1,2,teer,tir,teer1F2.wav,1F/teer1F2.wav
F1,1,tees,tis,tees1F1.wav,1F/tees1F1.wav
F1,2,tees,tis,tees1F2.wav,1F/tees1F2.wav
F1,1,teesh,tiS,teesh1F1.wav,1F/teesh1F1.wav
F1,2,teesh,tiS,teesh1F2.wav,1F/teesh1F2.wav
F1,1,teet,tit,teet1F1.wav,1F/teet1F1.wav
F1,2,teet,tit,teet1F2.wav,1F/teet1F2.wav
F1,1,teeth,tiT,teeth1F1.wav,1F/teeth1F1.wav
F1,2,teeth,tiT,teeth1F2.wav,1F/teeth1F2.wav
F1,1,teev,tiv,teev1F1.wav,1F/teev1F1.wav
F1,2,teev,tiv,teev1F2.wav,1F/teev1F2.wav
F1,1,teez,tiz,teez1F1.wav,1F/teez1F1.wav
F1,2,teez,tiz,teez1F2.wav,1F/teez1F2.wav
F1,1,thaab,Tab,thaab1F1.wav,1F/thaab1F1.wav
F1,2,thaab,Tab,thaab1F2.wav,1F/thaab1F2.wav
F1,1,thaach,Tac,thaach1F1.wav,1F/thaach1F1.wav
F1,2,thaach,Tac,thaach1F2.wav,1F/thaach1F2.wav
F1,1,thaad,Tad,thaad1F1.wav,1F/thaad1F1.wav
F1,2,thaad,Tad,thaad1F2.wav,1F/thaad1F2.wav
F1,1,thaaDH,TaD,thaaDH1F1.wav,1F/thaaDH1F1.wav
F1,2,thaaDH,TaD,thaaDH1F2.wav,1F/thaaDH1F2.wav
F1,1,thaaf,Taf,thaaf1F1.wav,1F/thaaf1F1.wav
F1,2,thaaf,Taf,thaaf1F2.wav,1F/thaaf1F2.wav
F1,1,thaag,Tag,thaag1F1.wav,1F/thaag1F1.wav
F1,2,thaag,Tag,thaag1F2.wav,1F/thaag1F2.wav
F1,1,thaaj,Taj,thaaj1F1.wav,1F/thaaj1F1.wav
F1,2,thaaj,Taj,thaaj1F2.wav,1F/thaaj1F2.wav
F1,1,thaak,Tak,thaak1F1.wav,1F/thaak1F1.wav
F1,2,thaak,Tak,thaak1F2.wav,1F/thaak1F2.wav
F1,1,thaal,Tal,thaal1F1.wav,1F/thaal1F1.wav
F1,2,thaal,Tal,thaal1F2.wav,1F/thaal1F2.wav
F1,1,thaam,Tam,thaam1F1.wav,1F/thaam1F1.wav
F1,2,thaam,Tam,thaam1F2.wav,1F/thaam1F2.wav
F1,1,thaan,Tan,thaan1F1.wav,1F/thaan1F1.wav
F1,2,thaan,Tan,thaan1F2.wav,1F/thaan1F2.wav
F1,1,thaang,TaN,thaang1F1.wav,1F/thaang1F1.wav
F1,2,thaang,TaN,thaang1F2.wav,1F/thaang1F2.wav
F1,1,thaap,Tap,thaap1F1.wav,1F/thaap1F1.wav
F1,2,thaap,Tap,thaap1F2.wav,1F/thaap1F2.wav
F1,1,thaar,Tar,thaar1F1.wav,1F/thaar1F1.wav
F1,2,thaar,Tar,thaar1F2.wav,1F/thaar1F2.wav
F1,1,thaas,Tas,thaas1F1.wav,1F/thaas1F1.wav
F1,2,thaas,Tas,thaas1F2.wav,1F/thaas1F2.wav
F1,1,thaash,TaS,thaash1F1.wav,1F/thaash1F1.wav
F1,2,thaash,TaS,thaash1F2.wav,1F/thaash1F2.wav
F1,1,thaat,Tat,thaat1F1.wav,1F/thaat1F1.wav
F1,2,thaat,Tat,thaat1F2.wav,1F/thaat1F2.wav
F1,1,thaath,TaT,thaath1F1.wav,1F/thaath1F1.wav
F1,2,thaath,TaT,thaath1F2.wav,1F/thaath1F2.wav
F1,1,thaav,Tav,thaav1F1.wav,1F/thaav1F1.wav
F1,2,thaav,Tav,thaav1F2.wav,1F/thaav1F2.wav
F1,1,thaaz,Taz,thaaz1F1.wav,1F/thaaz1F1.wav
F1,2,thaaz,Taz,thaaz1F2.wav,1F/thaaz1F2.wav
F1,1,theeb,Tib,theeb1F1.wav,1F/theeb1F1.wav
F1,2,theeb,Tib,theeb1F2.wav,1F/theeb1F2.wav
F1,1,theech,Tic,theech1F1.wav,1F/theech1F1.wav
F1,2,theech,Tic,theech1F2.wav,1F/theech1F2.wav
F1,1,theed,Tid,theed1F1.wav,1F/theed1F1.wav
F1,2,theed,Tid,theed1F2.wav,1F/theed1F2.wav
F1,1,theeDH,TiD,theeDH1F1.wav,1F/theeDH1F1.wav
F1,2,theeDH,TiD,theeDH1F2.wav,1F/theeDH1F2.wav
F1,1,theef,Tif,theef1F1.wav,1F/theef1F1.wav
F1,2,theef,Tif,theef1F2.wav,1F/theef1F2.wav
F1,1,theeg,Tig,theeg1F1.wav,1F/theeg1F1.wav
F1,2,theeg,Tig,theeg1F2.wav,1F/theeg1F2.wav
F1,1,theej,Tij,theej1F1.wav,1F/theej1F1.wav
F1,2,theej,Tij,theej1F2.wav,1F/theej1F2.wav
F1,1,theek,Tik,theek1F1.wav,1F/theek1F1.wav
F1,2,theek,Tik,theek1F2.wav,1F/theek1F2.wav
F1,1,theel,Til,theel1F1.wav,1F/theel1F1.wav
F1,2,theel,Til,theel1F2.wav,1F/theel1F2.wav
F1,1,theem,Tim,theem1F1.wav,1F/theem1F1.wav
F1,2,theem,Tim,theem1F2.wav,1F/theem1F2.wav
F1,1,theen,Tin,theen1F1.wav,1F/theen1F1.wav
F1,2,theen,Tin,theen1F2.wav,1F/theen1F2.wav
F1,1,theeng,TiN,theeng1F1.wav,1F/theeng1F1.wav
F1,2,theeng,TiN,theeng1F2.wav,1F/theeng1F2.wav
F1,1,theep,Tip,theep1F1.wav,1F/theep1F1.wav
F1,2,theep,Tip,theep1F2.wav,1F/theep1F2.wav
F1,1,theer,Tir,theer1F1.wav,1F/theer1F1.wav
F1,2,theer,Tir,theer1F2.wav,1F/theer1F2.wav
F1,1,thees,Tis,thees1F1.wav,1F/thees1F1.wav
F1,2,thees,Tis,thees1F2.wav,1F/thees1F2.wav
F1,1,theesh,TiS,theesh1F1.wav,1F/theesh1F1.wav
F1,2,theesh,TiS,theesh1F2.wav,1F/theesh1F2.wav
F1,1,theet,Tit,theet1F1.wav,1F/theet1F1.wav
F1,2,theet,Tit,theet1F2.wav,1F/theet1F2.wav
F1,1,theeth,TiT,theeth1F1.wav,1F/theeth1F1.wav
F1,2,theeth,TiT,theeth1F2.wav,1F/theeth1F2.wav
F1,1,theev,Tiv,theev1F1.wav,1F/theev1F1.wav
F1,2,theev,Tiv,theev1F2.wav,1F/theev1F2.wav
F1,1,theez,Tiz,theez1F1.wav,1F/theez1F1.wav
F1,2,theez,Tiz,theez1F2.wav,1F/theez1F2.wav
F1,1,thoob,Tub,thoob1F1.wav,1F/thoob1F1.wav
F1,2,thoob,Tub,thoob1F2.wav,1F/thoob1F2.wav
F1,1,thooch,Tuc,thooch1F1.wav,1F/thooch1F1.wav
F1,2,thooch,Tuc,thooch1F2.wav,1F/thooch1F2.wav
F1,1,thood,Tud,thood1F1.wav,1F/thood1F1.wav
F1,2,thood,Tud,thood1F2.wav,1F/thood1F2.wav
F1,1,thooDH,TuD,thooDH1F1.wav,1F/thooDH1F1.wav
F1,2,thooDH,TuD,thooDH1F2.wav,1F/thooDH1F2.wav
F1,1,thoof,Tuf,thoof1F1.wav,1F/thoof1F1.wav
F1,2,thoof,Tuf,thoof1F2.wav,1F/thoof1F2.wav
F1,1,thoog,Tug,thoog1F1.wav,1F/thoog1F1.wav
F1,2,thoog,Tug,thoog1F2.wav,1F/thoog1F2.wav
F1,1,thooj,Tuj,thooj1F1.wav,1F/thooj1F1.wav
F1,2,thooj,Tuj,thooj1F2.wav,1F/thooj1F2.wav
F1,1,thook,Tuk,thook1F1.wav,1F/thook1F1.wav
F1,2,thook,Tuk,thook1F2.wav,1F/thook1F2.wav
F1,1,thool,Tul,thool1F1.wav,1F/thool1F1.wav
F1,2,thool,Tul,thool1F2.wav,1F/thool1F2.wav
F1,1,thoom,Tum,thoom1F1.wav,1F/thoom1F1.wav
F1,2,thoom,Tum,thoom1F2.wav,1F/thoom1F2.wav
F1,1,thoon,Tun,thoon1F1.wav,1F/thoon1F1.wav
F1,2,thoon,Tun,thoon1F2.wav,1F/thoon1F2.wav
F1,1,thoong,TuN,thoong1F1.wav,1F/thoong1F1.wav
F1,2,thoong,TuN,thoong1F2.wav,1F/thoong1F2.wav
F1,1,thoop,Tup,thoop1F1.wav,1F/thoop1F1.wav
F1,2,thoop,Tup,thoop1F2.wav,1F/thoop1F2.wav
F1,1,thoor,Tur,thoor1F1.wav,1F/thoor1F1.wav
F1,2,thoor,Tur,thoor1F2.wav,1F/thoor1F2.wav
F1,1,thoos,Tus,thoos1F1.wav,1F/thoos1F1.wav
F1,2,thoos,Tus,thoos1F2.wav,1F/thoos1F2.wav
F1,1,thoosh,TuS,thoosh1F1.wav,1F/thoosh1F1.wav
F1,2,thoosh,TuS,thoosh1F2.wav,1F/thoosh1F2.wav
F1,1,thoot,Tut,thoot1F1.wav,1F/thoot1F1.wav
F1,2,thoot,Tut,thoot1F2.wav,1F/thoot1F2.wav
F1,1,thooth,TuT,thooth1F1.wav,1F/thooth1F1.wav
F1,2,thooth,TuT,thooth1F2.wav,1F/thooth1F2.wav
F1,1,thoov,Tuv,thoov1F1.wav,1F/thoov1F1.wav
F1,2,thoov,Tuv,thoov1F2.wav,1F/thoov1F2.wav
F1,1,thooz,Tuz,thooz1F1.wav,1F/thooz1F1.wav
F1,2,thooz,Tuz,thooz1F2.wav,1F/thooz1F2.wav
F1,1,toob,tub,toob1F1.wav,1F/toob1F1.wav
F1,2,toob,tub,toob1F2.wav,1F/toob1F2.wav
F1,1,tooch,tuc,tooch1F1.wav,1F/tooch1F1.wav
F1,2,tooch,tuc,tooch1F2.wav,1F/tooch1F2.wav
F1,1,tood,tud,tood1F1.wav,1F/tood1F1.wav
F1,2,tood,tud,tood1F2.wav,1F/tood1F2.wav
F1,1,tooDH,tuD,tooDH1F1.wav,1F/tooDH1F1.wav
F1,2,tooDH,tuD,tooDH1F2.wav,1F/tooDH1F2.wav
F1,1,toof,tuf,toof1F1.wav,1F/toof1F1.wav
F1,2,toof,tuf,toof1F2.wav,1F/toof1F2.wav
F1,1,toog,tug,toog1F1.wav,1F/toog1F1.wav
F1,2,toog,tug,toog1F2.wav,1F/toog1F2.wav
F1,1,tooj,tuj,tooj1F1.wav,1F/tooj1F1.wav
F1,2,tooj,tuj,tooj1F2.wav,1F/tooj1F2.wav
F1,1,took,tuk,took1F1.wav,1F/took1F1.wav
F1,2,took,tuk,took1F2.wav,1F/took1F2.wav
F1,1,tool,tul,tool1F1.wav,1F/tool1F1.wav
F1,2,tool,tul,tool1F2.wav,1F/tool1F2.wav
F1,1,toom,tum,toom1F1.wav,1F/toom1F1.wav
F1,2,toom,tum,toom1F2.wav,1F/toom1F2.wav
F1,1,toon,tun,toon1F1.wav,1F/toon1F1.wav
F1,2,toon,tun,toon1F2.wav,1F/toon1F2.wav
F1,1,toong,tuN,toong1F1.wav,1F/toong1F1.wav
F1,2,toong,tuN,toong1F2.wav,1F/toong1F2.wav
F1,1,toop,tup,toop1F1.wav,1F/toop1F1.wav
F1,2,toop,tup,toop1F2.wav,1F/toop1F2.wav
F1,1,toor,tur,toor1F1.wav,1F/toor1F1.wav
F1,2,toor,tur,toor1F2.wav,1F/toor1F2.wav
F1,1,toos,tus,toos1F1.wav,1F/toos1F1.wav
F1,2,toos,tus,toos1F2.wav,1F/toos1F2.wav
F1,1,toosh,tuS,toosh1F1.wav,1F/toosh1F1.wav
F1,2,toosh,tuS,toosh1F2.wav,1F/toosh1F2.wav
F1,1,toot,tut,toot1F1.wav,1F/toot1F1.wav
F1,2,toot,tut,toot1F2.wav,1F/toot1F2.wav
F1,1,tooth,tuT,tooth1F1.wav,1F/tooth1F1.wav
F1,2,tooth,tuT,tooth1F2.wav,1F/tooth1F2.wav
F1,1,toov,tuv,toov1F1.wav,1F/toov1F1.wav
F1,2,toov,tuv,toov1F2.wav,1F/toov1F2.wav
F1,1,tooz,tuz,tooz1F1.wav,1F/tooz1F1.wav
F1,2,tooz,tuz,tooz1F2.wav,1F/tooz1F2.wav
F1,1,vaab,vab,vaab1F1.wav,1F/vaab1F1.wav
F1,2,vaab,vab,vaab1F2.wav,1F/vaab1F2.wav
F1,1,vaach,vac,vaach1F1.wav,1F/vaach1F1.wav
F1,2,vaach,vac,vaach1F2.wav,1F/vaach1F2.wav
F1,1,vaad,vad,vaad1F1.wav,1F/vaad1F1.wav
F1,2,vaad,vad,vaad1F2.wav,1F/vaad1F2.wav
F1,1,vaaDH,vaD,vaaDH1F1.wav,1F/vaaDH1F1.wav
F1,2,vaaDH,vaD,vaaDH1F2.wav,1F/vaaDH1F2.wav
F1,1,vaaf,vaf,vaaf1F1.wav,1F/vaaf1F1.wav
F1,2,vaaf,vaf,vaaf1F2.wav,1F/vaaf1F2.wav
F1,1,vaag,vag,vaag1F1.wav,1F/vaag1F1.wav
F1,2,vaag,vag,vaag1F2.wav,1F/vaag1F2.wav
F1,1,vaaj,vaj,vaaj1F1.wav,1F/vaaj1F1.wav
F1,2,vaaj,vaj,vaaj1F2.wav,1F/vaaj1F2.wav
F1,1,vaak,vak,vaak1F1.wav,1F/vaak1F1.wav
F1,2,vaak,vak,vaak1F2.wav,1F/vaak1F2.wav
F1,1,vaal,val,vaal1F1.wav,1F/vaal1F1.wav
F1,2,vaal,val,vaal1F2.wav,1F/vaal1F2.wav
F1,1,vaam,vam,vaam1F1.wav,1F/vaam1F1.wav
F1,2,vaam,vam,vaam1F2.wav,1F/vaam1F2.wav
F1,1,vaan,van,vaan1F1.wav,1F/vaan1F1.wav
F1,2,vaan,van,vaan1F2.wav,1F/vaan1F2.wav
F1,1,vaang,vaN,vaang1F1.wav,1F/vaang1F1.wav
F1,2,vaang,vaN,vaang1F2.wav,1F/vaang1F2.wav
F1,1,vaap,vap,vaap1F1.wav,1F/vaap1F1.wav
F1,2,vaap,vap,vaap1F2.wav,1F/vaap1F2.wav
F1,1,vaar,var,vaar1F1.wav,1F/vaar1F1.wav
F1,2,vaar,var,vaar1F2.wav,1F/vaar1F2.wav
F1,1,vaas,vas,vaas1F1.wav,1F/vaas1F1.wav
F1,2,vaas,vas,vaas1F2.wav,1F/vaas1F2.wav
F1,1,vaash,vaS,vaash1F1.wav,1F/vaash1F1.wav
F1,2,vaash,vaS,vaash1F2.wav,1F/vaash1F2.wav
F1,1,vaat,vat,vaat1F1.wav,1F/vaat1F1.wav
F1,2,vaat,vat,vaat1F2.wav,1F/vaat1F2.wav
F1,1,vaath,vaT,vaath1F1.wav,1F/vaath1F1.wav
F1,2,vaath,vaT,vaath1F2.wav,1F/vaath1F2.wav
F1,1,vaav,vav,vaav1F1.wav,1F/vaav1F1.wav
F1,2,vaav,vav,vaav1F2.wav,1F/vaav1F2.wav
F1,1,vaaz,vaz,vaaz1F1.wav,1F/vaaz1F1.wav
F1,2,vaaz,vaz,vaaz1F2.wav,1F/vaaz1F2.wav
F1,1,veeb,vib,veeb1F1.wav,1F/veeb1F1.wav
F1,2,veeb,vib,veeb1F2.wav,1F/veeb1F2.wav
F1,1,veech,vic,veech1F1.wav,1F/veech1F1.wav
F1,2,veech,vic,veech1F2.wav,1F/veech1F2.wav
F1,1,veed,vid,veed1F1.wav,1F/veed1F1.wav
F1,2,veed,vid,veed1F2.wav,1F/veed1F2.wav
F1,1,veeDH,viD,veeDH1F1.wav,1F/veeDH1F1.wav
F1,2,veeDH,viD,veeDH1F2.wav,1F/veeDH1F2.wav
F1,1,veef,vif,veef1F1.wav,1F/veef1F1.wav
F1,2,veef,vif,veef1F2.wav,1F/veef1F2.wav
F1,1,veeg,vig,veeg1F1.wav,1F/veeg1F1.wav
F1,2,veeg,vig,veeg1F2.wav,1F/veeg1F2.wav
F1,1,veej,vij,veej1F1.wav,1F/veej1F1.wav
F1,2,veej,vij,veej1F2.wav,1F/veej1F2.wav
F1,1,veek,vik,veek1F1.wav,1F/veek1F1.wav
F1,2,veek,vik,veek1F2.wav,1F/veek1F2.wav
F1,1,veel,vil,veel1F1.wav,1F/veel1F1.wav
F1,2,veel,vil,veel1F2.wav,1F/veel1F2.wav
F1,1,veem,vim,veem1F1.wav,1F/veem1F1.wav
F1,2,veem,vim,veem1F2.wav,1F/veem1F2.wav
F1,1,veen,vin,veen1F1.wav,1F/veen1F1.wav
F1,2,veen,vin,veen1F2.wav,1F/veen1F2.wav
F1,1,veeng,viN,veeng1F1.wav,1F/veeng1F1.wav
F1,2,veeng,viN,veeng1F2.wav,1F/veeng1F2.wav
F1,1,veep,vip,veep1F1.wav,1F/veep1F1.wav
F1,2,veep,vip,veep1F2.wav,1F/veep1F2.wav
F1,1,veer,vir,veer1F1.wav,1F/veer1F1.wav
F1,2,veer,vir,veer1F2.wav,1F/veer1F2.wav
F1,1,vees,vis,vees1F1.wav,1F/vees1F1.wav
F1,2,vees,vis,vees1F2.wav,1F/vees1F2.wav
F1,1,veesh,viS,veesh1F1.wav,1F/veesh1F1.wav
F1,2,veesh,viS,veesh1F2.wav,1F/veesh1F2.wav
F1,1,veet,vit,veet1F1.wav,1F/veet1F1.wav
F1,2,veet,vit,veet1F2.wav,1F/veet1F2.wav
F1,1,veeth,viT,veeth1F1.wav,1F/veeth1F1.wav
F1,2,veeth,viT,veeth1F2.wav,1F/veeth1F2.wav
F1,1,veev,viv,veev1F1.wav,1F/veev1F1.wav
F1,2,veev,viv,veev1F2.wav,1F/veev1F2.wav
F1,1,veez,viz,veez1F1.wav,1F/veez1F1.wav
F1,2,veez,viz,veez1F2.wav,1F/veez1F2.wav
F1,1,voob,vub,voob1F1.wav,1F/voob1F1.wav
F1,2,voob,vub,voob1F2.wav,1F/voob1F2.wav
F1,1,vooch,vuc,vooch1F1.wav,1F/vooch1F1.wav
F1,2,vooch,vuc,vooch1F2.wav,1F/vooch1F2.wav
F1,1,vood,vud,vood1F1.wav,1F/vood1F1.wav
F1,2,vood,vud,vood1F2.wav,1F/vood1F2.wav
F1,1,vooDH,vuD,vooDH1F1.wav,1F/vooDH1F1.wav
F1,2,vooDH,vuD,vooDH1F2.wav,1F/vooDH1F2.wav
F1,1,voof,vuf,voof1F1.wav,1F/voof1F1.wav
F1,2,voof,vuf,voof1F2.wav,1F/voof1F2.wav
F1,1,voog,vug,voog1F1.wav,1F/voog1F1.wav
F1,2,voog,vug,voog1F2.wav,1F/voog1F2.wav
F1,1,vooj,vuj,vooj1F1.wav,1F/vooj1F1.wav
F1,2,vooj,vuj,vooj1F2.wav,1F/vooj1F2.wav
F1,1,vook,vuk,vook1F1.wav,1F/vook1F1.wav
F1,2,vook,vuk,vook1F2.wav,1F/vook1F2.wav
F1,1,vool,vul,vool1F1.wav,1F/vool1F1.wav
F1,2,vool,vul,vool1F2.wav,1F/vool1F2.wav
F1,1,voom,vum,voom1F1.wav,1F/voom1F1.wav
F1,2,voom,vum,voom1F2.wav,1F/voom1F2.wav
F1,1,voon,vun,voon1F1.wav,1F/voon1F1.wav
F1,2,voon,vun,voon1F2.wav,1F/voon1F2.wav
F1,1,voong,vuN,voong1F1.wav,1F/voong1F1.wav
F1,2,voong,vuN,voong1F2.wav,1F/voong1F2.wav
F1,1,voop,vup,voop1F1.wav,1F/voop1F1.wav
F1,2,voop,vup,voop1F2.wav,1F/voop1F2.wav
F1,1,voor,vur,voor1F1.wav,1F/voor1F1.wav
F1,2,voor,vur,voor1F2.wav,1F/voor1F2.wav
F1,1,voos,vus,voos1F1.wav,1F/voos1F1.wav
F1,2,voos,vus,voos1F2.wav,1F/voos1F2.wav
F1,1,voosh,vuS,voosh1F1.wav,1F/voosh1F1.wav
F1,2,voosh,vuS,voosh1F2.wav,1F/voosh1F2.wav
F1,1,voot,vut,voot1F1.wav,1F/voot1F1.wav
F1,2,voot,vut,voot1F2.wav,1F/voot1F2.wav
F1,1,vooth,vuT,vooth1F1.wav,1F/vooth1F1.wav
F1,2,vooth,vuT,vooth1F2.wav,1F/vooth1F2.wav
F1,1,voov,vuv,voov1F1.wav,1F/voov1F1.wav
F1,2,voov,vuv,voov1F2.wav,1F/voov1F2.wav
F1,1,vooz,vuz,vooz1F1.wav,1F/vooz1F1.wav
F1,2,vooz,vuz,vooz1F2.wav,1F/vooz1F2.wav
F1,1,zaab,zab,zaab1F1.wav,1F/zaab1F1.wav
F1,2,zaab,zab,zaab1F2.wav,1F/zaab1F2.wav
F1,1,zaach,zac,zaach1F1.wav,1F/zaach1F1.wav
F1,2,zaach,zac,zaach1F2.wav,1F/zaach1F2.wav
F1,1,zaad,zad,zaad1F1.wav,1F/zaad1F1.wav
F1,2,zaad,zad,zaad1F2.wav,1F/zaad1F2.wav
F1,1,zaaDH,zaD,zaaDH1F1.wav,1F/zaaDH1F1.wav
F1,2,zaaDH,zaD,zaaDH1F2.wav,1F/zaaDH1F2.wav
F1,1,zaaf,zaf,zaaf1F1.wav,1F/zaaf1F1.wav
F1,2,zaaf,zaf,zaaf1F2.wav,1F/zaaf1F2.wav
F1,1,zaag,zag,zaag1F1.wav,1F/zaag1F1.wav
F1,2,zaag,zag,zaag1F2.wav,1F/zaag1F2.wav
F1,1,zaaj,zaj,zaaj1F1.wav,1F/zaaj1F1.wav
F1,2,zaaj,zaj,zaaj1F2.wav,1F/zaaj1F2.wav
F1,1,zaak,zak,zaak1F1.wav,1F/zaak1F1.wav
F1,2,zaak,zak,zaak1F2.wav,1F/zaak1F2.wav
F1,1,zaal,zal,zaal1F1.wav,1F/zaal1F1.wav
F1,2,zaal,zal,zaal1F2.wav,1F/zaal1F2.wav
F1,1,zaam,zam,zaam1F1.wav,1F/zaam1F1.wav
F1,2,zaam,zam,zaam1F2.wav,1F/zaam1F2.wav
F1,1,zaan,zan,zaan1F1.wav,1F/zaan1F1.wav
F1,2,zaan,zan,zaan1F2.wav,1F/zaan1F2.wav
F1,1,zaang,zaN,zaang1F1.wav,1F/zaang1F1.wav
F1,2,zaang,zaN,zaang1F2.wav,1F/zaang1F2.wav
F1,1,zaap,zap,zaap1F1.wav,1F/zaap1F1.wav
F1,2,zaap,zap,zaap1F2.wav,1F/zaap1F2.wav
F1,1,zaar,zar,zaar1F1.wav,1F/zaar1F1.wav
F1,2,zaar,zar,zaar1F2.wav,1F/zaar1F2.wav
F1,1,zaas,zas,zaas1F1.wav,1F/zaas1F1.wav
F1,2,zaas,zas,zaas1F2.wav,1F/zaas1F2.wav
F1,1,zaash,zaS,zaash1F1.wav,1F/zaash1F1.wav
F1,2,zaash,zaS,zaash1F2.wav,1F/zaash1F2.wav
F1,1,zaat,zat,zaat1F1.wav,1F/zaat1F1.wav
F1,2,zaat,zat,zaat1F2.wav,1F/zaat1F2.wav
F1,1,zaath,zaT,zaath1F1.wav,1F/zaath1F1.wav
F1,2,zaath,zaT,zaath1F2.wav,1F/zaath1F2.wav
F1,1,zaav,zav,zaav1F1.wav,1F/zaav1F1.wav
F1,2,zaav,zav,zaav1F2.wav,1F/zaav1F2.wav
F1,1,zaaz,zaz,zaaz1F1.wav,1F/zaaz1F1.wav
F1,2,zaaz,zaz,zaaz1F2.wav,1F/zaaz1F2.wav
F1,1,zeeb,zib,zeeb1F1.wav,1F/zeeb1F1.wav
F1,2,zeeb,zib,zeeb1F2.wav,1F/zeeb1F2.wav
F1,1,zeech,zic,zeech1F1.wav,1F/zeech1F1.wav
F1,2,zeech,zic,zeech1F2.wav,1F/zeech1F2.wav
F1,1,zeed,zid,zeed1F1.wav,1F/zeed1F1.wav
F1,2,zeed,zid,zeed1F2.wav,1F/zeed1F2.wav
F1,1,zeeDH,ziD,zeeDH1F1.wav,1F/zeeDH1F1.wav
F1,2,zeeDH,ziD,zeeDH1F2.wav,1F/zeeDH1F2.wav
F1,1,zeef,zif,zeef1F1.wav,1F/zeef1F1.wav
F1,2,zeef,zif,zeef1F2.wav,1F/zeef1F2.wav
F1,1,zeeg,zig,zeeg1F1.wav,1F/zeeg1F1.wav
F1,2,zeeg,zig,zeeg1F2.wav,1F/zeeg1F2.wav
F1,1,zeej,zij,zeej1F1.wav,1F/zeej1F1.wav
F1,2,zeej,zij,zeej1F2.wav,1F/zeej1F2.wav
F1,1,zeek,zik,zeek1F1.wav,1F/zeek1F1.wav
F1,2,zeek,zik,zeek1F2.wav,1F/zeek1F2.wav
F1,1,zeel,zil,zeel1F1.wav,1F/zeel1F1.wav
F1,2,zeel,zil,zeel1F2.wav,1F/zeel1F2.wav
F1,1,zeem,zim,zeem1F1.wav,1F/zeem1F1.wav
F1,2,zeem,zim,zeem1F2.wav,1F/zeem1F2.wav
F1,1,zeen,zin,zeen1F1.wav,1F/zeen1F1.wav
F1,2,zeen,zin,zeen1F2.wav,1F/zeen1F2.wav
F1,1,zeeng,ziN,zeeng1F1.wav,1F/zeeng1F1.wav
F1,2,zeeng,ziN,zeeng1F2.wav,1F/zeeng1F2.wav
F1,1,zeep,zip,zeep1F1.wav,1F/zeep1F1.wav
F1,2,zeep,zip,zeep1F2.wav,1F/zeep1F2.wav
F1,1,zeer,zir,zeer1F1.wav,1F/zeer1F1.wav
F1,2,zeer,zir,zeer1F2.wav,1F/zeer1F2.wav
F1,1,zees,zis,zees1F1.wav,1F/zees1F1.wav
F1,2,zees,zis,zees1F2.wav,1F/zees1F2.wav
F1,1,zeesh,ziS,zeesh1F1.wav,1F/zeesh1F1.wav
F1,2,zeesh,ziS,zeesh1F2.wav,1F/zeesh1F2.wav
F1,1,zeet,zit,zeet1F1.wav,1F/zeet1F1.wav
F1,2,zeet,zit,zeet1F2.wav,1F/zeet1F2.wav
F1,1,zeeth,ziT,zeeth1F1.wav,1F/zeeth1F1.wav
F1,2,zeeth,ziT,zeeth1F2.wav,1F/zeeth1F2.wav
F1,1,zeev,ziv,zeev1F1.wav,1F/zeev1F1.wav
F1,2,zeev,ziv,zeev1F2.wav,1F/zeev1F2.wav
F1,1,zeez,ziz,zeez1F1.wav,1F/zeez1F1.wav
F1,2,zeez,ziz,zeez1F2.wav,1F/zeez1F2.wav
F1,1,zoob,zub,zoob1F1.wav,1F/zoob1F1.wav
F1,2,zoob,zub,zoob1F2.wav,1F/zoob1F2.wav
F1,1,zooch,zuc,zooch1F1.wav,1F/zooch1F1.wav
F1,2,zooch,zuc,zooch1F2.wav,1F/zooch1F2.wav
F1,1,zood,zud,zood1F1.wav,1F/zood1F1.wav
F1,2,zood,zud,zood1F2.wav,1F/zood1F2.wav
F1,1,zooDH,zuD,zooDH1F1.wav,1F/zooDH1F1.wav
F1,2,zooDH,zuD,zooDH1F2.wav,1F/zooDH1F2.wav
F1,1,zoof,zuf,zoof1F1.wav,1F/zoof1F1.wav
F1,2,zoof,zuf,zoof1F2.wav,1F/zoof1F2.wav
F1,1,zoog,zug,zoog1F1.wav,1F/zoog1F1.wav
F1,2,zoog,zug,zoog1F2.wav,1F/zoog1F2.wav
F1,1,zooj,zuj,zooj1F1.wav,1F/zooj1F1.wav
F1,2,zooj,zuj,zooj1F2.wav,1F/zooj1F2.wav
