"DiffPos","S1","S2","Contrast","PhonX","FeatX","F1_1","F1_2","M1_1","M1_2","F2_1","F2_2","M2_1","M2_2"
"CV","bab","cab","bab-cab","b-c","multi",3.84567219993766,3.06680874843982,2.74957014436352,4.44815386931024,2.57296653335743,3.2327922244301,2.58976067334464,3.03020417631678
"CV","bab","dab","bab-dab","b-d","plc_plos",1.78931783955399,1.77861974725657,2.12358783074244,3.1899666804171,2.29702747552176,2.55466395908469,2.26404752978991,3.13944650456075
"CV","bab","Dab","bab-Dab","b-D","manXplc_obs",2.5491107390252,2.404624969601,2.22316722493284,2.604804787603,2.34644229977599,2.41011266513543,2.26794694011123,3.07010430448704
"CV","bab","fab","bab-fab","b-f","voiXman",6.81090329893245,5.21942045975668,2.59092585092252,2.24130604841002,3.12251232913263,3.04158744228938,2.59327717098744,5.68391661020051
"CV","bab","gab","bab-gab","b-g","plc_plos",3.50409616623819,1.64559682114501,2.01571829478,1.68324474921089,3.27181346974983,2.09623867723859,2.85607483717396,NA
"CV","bab","hab","bab-hab","b-h","multi",5.01488192450704,3.36168760396249,2.28421513328876,2.04017979425728,2.93799461232216,3.02465788531892,2.83349218187189,4.38374864924099
"CV","bab","jab","bab-jab","b-j","manXplc_obs",4.51653711153823,2.12117273259474,2.54474078223473,2.08826411122606,3.25158718321778,2.91414886883441,NA,NA
"CV","bab","kab","bab-kab","b-k","voiXplc",3.18661038515257,3.63774395384948,2.43407984994969,2.39767742814771,2.16484065207648,2.28230223696367,2.5643349174388,4.00750904085775
"CV","bab","lab","bab-lab","b-l","multi",2.98759618443609,2.21767095078176,1.85961138589924,2.05937495911404,3.06472091600245,2.35111440105338,3.3802925377516,3.28687787000955
"CV","bab","mab","bab-mab","b-m","nasXson",3.18702537374095,3.03779089242304,2.04564542681395,2.60048035794893,2.39412883358147,2.6197606522941,2.99818176112734,3.52017519414556
"CV","bab","nab","bab-nab","b-n","multi",2.7627375658465,2.57554375186591,2.08008969693044,2.73580443494244,2.62632080301946,2.18111111471135,3.75675397119274,2.77347868908534
"CV","bab","pab","bab-pab","b-p","voi_plos",5.29751711029619,4.45972682708662,2.24225365631796,2.24997677958553,2.29714710710861,2.17499765000405,3.55218775586556,2.88001653446577
"CV","bab","rab","bab-rab","b-r","multi",3.20439267406933,2.41544144141108,2.05825854866771,2.94570459826673,3.07590148531131,2.55317776134954,2.73318845693607,4.19361306861033
"CV","bab","sab","bab-sab","b-s","multi",3.99105207960994,4.29908315310515,2.22153476577585,2.18732561221132,3.06050879112778,2.52097788747966,4.30230954067013,3.98092872429921
"CV","bab","Sab","bab-Sab","b-S","multi",5.00401870605221,3.61192525239678,2.65363353894494,2.6721143394928,2.57210096048225,2.84431297895398,2.95552793508972,4.52209978639805
"CV","bab","tab","bab-tab","b-t","voiXplc",4.29204875582016,4.37848501136545,2.12424207259607,2.04896478780167,1.96420318100976,2.25251389090756,2.85879949540826,4.04624146049567
"CV","bab","Tab","bab-Tab","b-T","multi",7.34387626630921,6.37022832053913,2.92311686784869,2.93979843864802,4.0386822475991,3.97739642065667,3.80930829666518,6.40640597301013
"CV","bab","vab","bab-vab","b-v","man_obs",3.27903144432776,3.67996233713514,2.37322959905372,2.23349355816163,2.39421285263268,2.84192461005005,2.92708528076754,3.99860068797156
"CV","bab","zab","bab-zab","b-z","manXplc_obs",3.49411328033215,3.12709498200279,2.93143964419605,3.46203642739899,2.96459469056134,2.7500349591115,2.75437076250147,3.29881443052075
"CV","bap","cap","bap-cap","b-c","multi",4.83672118823103,3.35755483287414,3.63283285841374,2.47939245269268,3.64643037849729,3.23493319683188,2.91464556635705,2.45004672965624
"CV","bap","dap","bap-dap","b-d","plc_plos",2.98512065816643,2.53883055088411,2.27032943875399,1.71235083593835,3.01706134140851,2.29389919569371,2.63270067993692,4.27649067516754
"CV","bap","Dap","bap-Dap","b-D","manXplc_obs",3.07652630079545,2.68254194581134,2.79068176252171,2.35981477000692,2.32244944885636,2.49767944173017,2.36290332214777,2.42960261794267
"CV","bap","fap","bap-fap","b-f","voiXman",3.86078413880073,4.91925064571363,2.9457282343391,2.9152298217858,5.42580805747062,4.51122590069403,3.83374425393623,2.90900526877555
"CV","bap","gap","bap-gap","b-g","plc_plos",2.42465079636088,2.80273589675681,2.29088510361601,2.24428149689887,2.73403141003177,2.56008708878459,2.20332607929593,2.57537676985848
"CV","bap","hap","bap-hap","b-h","multi",5.26501744872716,4.86454198578449,4.30429487319688,3.592952056477,3.75359944944076,3.69649609794652,3.06412280012248,2.31025892095611
"CV","bap","jap","bap-jap","b-j","manXplc_obs",4.79566404054156,3.35164306899356,2.4851564147112,2.68167239013446,3.05159701050722,3.2331618172922,NA,2.93061945994806
"CV","bap","kap","bap-kap","b-k","voiXplc",3.30940928721995,3.26777224886455,2.98706848793487,3.09209830615029,2.75001880307732,2.74481844562714,2.67686704371514,2.37185538075094
"CV","bap","lap","bap-lap","b-l","multi",2.7516182240593,2.67210122375829,2.91594110862319,2.12974609689729,2.46246677234587,2.73425277754142,2.75545748055593,2.4220896832693
