"DiffPos","S1","S2","Contrast","PhonX","FeatX","F1_1","F1_2","M1_1","M1_2","F2_1","F2_2","M2_1","M2_2"
"VC","pag","pam","pag-pam","g-m","multi",13.5285123411285,15.3784472863359,14.0686831711951,13.6746078415345,11.5564706602217,14.1939134846704,14.550741579404,14.3872547712264
"VC","pag","pan","pag-pan","g-n","multi",14.1622219332733,15.3586102542379,13.2557587349761,12.6198621016708,12.248899508962,12.0502677318225,14.8523889110702,13.5422965295347
"VC","pag","paN","pag-paN","g-N","nasXson",13.0715313007115,14.0248227845883,12.3898103777972,13.8168431846064,11.2350373971655,11.3789290091467,13.5307622480814,12.9966771273981
"VC","pag","pap","pag-pap","g-p","voiXplc",15.0592938092904,14.5990376508309,11.635947690661,13.4690657082388,12.6475257725851,13.4449271626728,14.5739876594335,13.4282255113947
"VC","pag","par","pag-par","g-r","multi",12.6823665235117,13.7663021052947,15.8235042117719,14.2831848959217,13.0172387871041,13.9785381889838,14.9365781236627,13.2538274685595
"VC","pag","pas","pag-pas","g-s","multi",15.5116527150897,15.8453164973269,11.3275842334196,12.3691488667644,13.4740529268037,14.3071444317066,17.0054469032477,15.9860586516067
"VC","pag","paS","pag-paS","g-S","multi",15.9145984186624,16.2058389260653,11.715644758211,11.8643925518783,12.5921191533551,12.9050508293651,15.0024266656123,13.7476239726715
"VC","pag","pat","pag-pat","g-t","voiXplc",15.1652199975846,14.8852837130382,10.8366567139295,13.7736755231815,12.1250340067441,14.6441769758158,14.9348670194868,13.7412091516533
"VC","pag","paT","pag-paT","g-T","multi",13.9172539689297,13.3566179029998,9.52077261953175,11.9560252095723,10.0633570783833,11.1089800925065,14.003323285232,13.395201793166
"VC","pag","pav","pag-pav","g-v","manXplc_obs",10.9464479665148,12.2321124393734,11.585825716829,10.1349828428729,8.86223449510549,8.38614707998831,12.6768232641845,12.606037344743
"VC","pag","paz","pag-paz","g-z","manXplc_obs",12.6788392371804,12.9491632036327,9.49210659498167,9.35516262366606,11.3125944801056,11.1522213679729,13.9040867980957,11.6915628632917
"VC","paj","pak","paj-pak","j-k","multi",19.1899621376893,20.5484405067011,13.466272241813,12.9156652131153,13.8444900487067,15.1722907546332,13.4133034562342,16.6262282628314
"VC","paj","pal","paj-pal","j-l","multi",15.2409850815532,16.4459477397807,16.5354486674973,13.6521014689197,14.2038512359953,14.4165582815671,15.3852759872949,16.6347080966398
