"","DiffPos","S1","S2","Contrast","PhonX","FeatX","F1_1","F1_2","M1_1","M1_2","F2_1","F2_2","M2_1","M2_2"
"48","CV","bib","mib","bib-mib","b-m","nasXson",7.66227623528762,7.52044602529206,5.79532438104993,7.29464427480133,7.98830850104331,7.80421097874048,6.49389497761508,6.63856979178086
"49","CV","bib","nib","bib-nib","b-n","multi",7.63362178006117,8.16195171707247,5.62867725201694,7.06962302792276,8.55809758694767,7.15209958537715,6.96819653011792,7.17626136056281
"50","CV","bib","pib","bib-pib","b-p","voi_plos",7.91110002012621,7.82359540402472,5.40852805345388,6.75717242260167,8.1799595815251,6.98077822392686,7.70059595745029,6.65156770860565
"51","CV","bib","rib","bib-rib","b-r","multi",8.93613180790148,9.20158730631674,6.18293392553997,8.30093607740074,9.74701024416202,9.18649793692872,7.05576926675352,8.30973535825062
"52","CV","bib","sib","bib-sib","b-s","multi",11.0524777376574,7.93290045146255,6.78382691040299,9.19558121227027,9.72994922111526,10.2176667106556,10.2888983449294,9.04128927622585
"53","CV","bib","Sib","bib-Sib","b-S","multi",9.54365455340675,9.64914329863479,7.73071164457614,9.8471306052818,9.7689330660161,11.9022237246609,9.69848338074659,8.98606812529196
"54","CV","bib","tib","bib-tib","b-t","voiXplc",8.65989538931976,9.37912464634255,5.45903790179651,7.04456646918373,8.86872444745386,8.69968039394287,7.99329950516865,8.84521537680997
"55","CV","bib","Tib","bib-Tib","b-T","multi",11.5597656396167,8.7282683670906,5.21158457418943,7.52515700320906,9.9048765882831,9.00035551025447,9.90249339775553,8.22044048701411
"56","CV","bib","vib","bib-vib","b-v","man_obs",8.97594740888762,8.28773033193701,5.97434080336448,7.9607615067344,8.29488157964365,7.50898209612971,7.86594688791542,7.29188734469798
"57","CV","bib","zib","bib-zib","b-z","manXplc_obs",9.73518859853057,8.49701700412973,6.87149835841285,8.59889825482322,9.41200382308094,10.1133528262201,8.67074763128218,8.82761226479156
"58","CV","bip","cip","bip-cip","b-c","multi",7.44218620336365,9.0306724720555,8.14317598297888,8.26520585150189,7.98859392026205,8.24060143489948,8.490075908054,7.99849056177054
"59","CV","bip","dip","bip-dip","b-d","plc_plos",6.36991506411983,8.14582326351552,5.38112010090408,5.25151947383801,6.03135597686292,6.24414476177959,7.90980132753899,6.9884179393887
"60","CV","bip","Dip","bip-Dip","b-D","manXplc_obs",6.49720030507491,6.93437775185038,5.32502961071605,4.83694148957308,6.82514353517904,6.30363793632547,7.63676372797552,6.95084490730871
"61","CV","bip","fip","bip-fip","b-f","voiXman",11.336847414819,11.5820601274906,8.68520626070031,8.55419300855504,7.38178218130527,7.54313155272991,10.3629704752824,8.57536153658547
"62","CV","bip","gip","bip-gip","b-g","plc_plos",9.1916547436896,8.80483727811939,6.86148723341663,6.99008045234222,6.45490677461385,6.73797582864262,10.9390447173321,9.75687315793768
"63","CV","bip","hip","bip-hip","b-h","multi",8.91183240005438,10.3604811701047,8.39971380758127,8.07670750450692,7.34957362771237,8.09198541664525,10.0935750223588,7.29132175135235
"64","CV","bip","jip","bip-jip","b-j","manXplc_obs",7.72158333779708,9.07455369613487,7.18823522182763,8.34340974153581,8.55194564642643,11.3864837489083,NA,8.48891000300664
"65","CV","bip","kip","bip-kip","b-k","voiXplc",6.94878529703518,9.47022313652514,6.4507118041704,7.05056071472392,6.9359906499589,7.62379423708316,7.2075100855638,7.77043626037061
"66","CV","bip","lip","bip-lip","b-l","multi",10.302761183754,7.54601075654454,5.81102911669243,6.08822382651712,8.56107174201694,8.4023738285932,8.954438524269,8.865075341793
"67","CV","bip","mip","bip-mip","b-m","nasXson",7.52944220213469,10.0815475448082,7.35863704331041,6.58908954575822,7.48121268471575,7.53192778175793,8.68701378065937,NA
"68","CV","bip","nip","bip-nip","b-n","multi",9.76605875962981,9.03222028529772,6.17615192742707,6.06709522289959,9.43571748220057,9.37434774351903,8.92964974001618,8.08716698024648
"69","CV","bip","pip","bip-pip","b-p","voi_plos",8.28407155200638,8.71738230524445,6.28672643761004,6.42339007438436,6.54236354483734,8.15892233798867,9.2643015040866,6.75140352611723
"70","CV","bip","rip","bip-rip","b-r","multi",8.77814339885746,10.7708997636759,9.63077766077248,8.91556088239342,8.88141371195495,10.0319257498424,NA,8.57511252318556
"71","CV","bip","sip","bip-sip","b-s","multi",9.5965988725736,12.3179150939875,9.45831892188044,9.70160296234686,9.36942631921207,10.8074960223626,10.4466051991113,9.2360403770711
"72","CV","bip","Sip","bip-Sip","b-S","multi",10.9031495224019,10.4996525881089,9.28769532828279,9.75369021299623,8.32302766252048,8.88660312782882,10.6833782339851,8.58131931367858
"73","CV","bip","tip","bip-tip","b-t","voiXplc",8.81718234187623,9.56924694949016,7.48400786475629,6.35633557648072,7.75780657689739,7.23328283962387,8.57505967719105,7.74729213977384
"74","CV","bip","Tip","bip-Tip","b-T","multi",10.6318495126293,11.5239194554268,7.89788817148623,8.23924077944074,7.00948399791724,10.7676089953993,12.0924251668876,9.42450041020712
"75","CV","bip","vip","bip-vip","b-v","man_obs",7.60429941802229,9.06820425169827,6.33631719659874,7.40281134191149,6.47588520842845,7.21992826111763,9.66675889511064,7.31828289795972
"76","CV","bip","zip","bip-zip","b-z","manXplc_obs",8.87514421240686,9.62660285566346,7.71500667876909,8.31175872436767,8.77603335954317,9.84715219777616,8.08972740087261,9.66036260854574
"77","CV","bub","cub","bub-cub","b-c","multi",9.99170535658643,9.94333476440289,11.7759362226396,10.2938112381979,11.2584578853481,12.3374761016197,10.3292528453345,7.72501914231936
"78","CV","bub","Dub","bub-Dub","b-D","manXplc_obs",6.44013166269691,8.71234497905341,7.67649830490778,7.6453041369801,8.38256552771009,9.82114289808916,7.73137943562305,7.35048301125608
"79","CV","bub","dub","bub-dub","b-d","plc_plos",9.11725402213236,6.16928569427307,8.10304167567441,8.37740468658164,8.28170946438313,6.09175576878419,8.06200381785044,6.996190524894
"80","CV","bub","fub","bub-fub","b-f","voiXman",6.6957020372531,8.88018760874451,8.18208333248841,8.82049427042325,8.84469413209894,10.0857751864402,8.75552061142384,7.85633172715084
"81","CV","bub","gub","bub-gub","b-g","plc_plos",6.13488583366873,7.77342136304189,6.97737409425264,8.18321034938545,8.24338775032999,6.82160742313731,8.1827671400001,6.107113728326
"82","CV","bub","hub","bub-hub","b-h","multi",6.38400225200165,7.55101369995171,7.89308345143596,8.65697328418047,7.01910789168002,9.81825317166746,8.1045368713525,7.75859463057566
"83","CV","bub","jub","bub-jub","b-j","manXplc_obs",8.81280243974811,10.1210027544096,11.5347988938616,12.6623758870939,9.92777224646059,13.3061757838527,9.09286613939661,9.38491371540531
"84","CV","bub","kub","bub-kub","b-k","voiXplc",6.28479376748502,7.79737838614028,6.73036120302314,8.10687485677683,8.13733496224681,10.0011505749147,8.40929240383795,NA
"85","CV","bub","lub","bub-lub","b-l","multi",8.3243484017773,8.10844652369634,9.61118365986818,8.89119149966623,8.05576739958587,8.45739210852876,8.73813584973042,NA
"86","CV","bub","mub","bub-mub","b-m","nasXson",7.16728494040528,9.08683386226,9.64232913136581,7.4329960491459,7.41626152430355,7.96727477301403,8.75439724987615,6.87277473228507
"87","CV","bub","nub","bub-nub","b-n","multi",8.26776138045549,9.56105766034554,10.3938312133218,10.6477844183975,8.06366438297963,8.22976852722252,9.57908952391558,9.44129965031144
"88","CV","bub","pub","bub-pub","b-p","voi_plos",6.14156421734182,6.77445197578611,6.35529583520998,7.69798739900631,6.8456729633309,8.39712004298312,7.14514454007123,7.01800180496594
"89","CV","bub","rub","bub-rub","b-r","multi",7.31782094004522,10.2882766821374,6.59414637630923,6.8116117375196,7.5080036409697,9.49444552880177,10.738004830697,8.88432134396084
"90","CV","bub","Sub","bub-Sub","b-S","multi",10.8533274199812,12.3234152568982,12.8751560422149,12.4504397493917,10.8121741252255,14.447737111788,10.0653616552869,9.50799039818135
"91","CV","bub","sub","bub-sub","b-s","multi",10.0802442911996,9.3618974804238,11.002446953295,10.8126885633031,10.7578669195536,15.9275743759135,10.6894523844354,8.80295562808715
"92","CV","bub","Tub","bub-Tub","b-T","multi",6.30343537315951,10.0245652874881,10.3434096000467,9.79995501455488,9.56252508020554,12.352524408574,11.3755958580736,9.10817163295125
"93","CV","bub","tub","bub-tub","b-t","voiXplc",9.14777988283119,8.66698377364755,8.87964774046424,10.1477735283214,9.70068692153199,11.0196492130619,8.15124910152606,7.00282573865684
"94","CV","bub","vub","bub-vub","b-v","man_obs",6.85575539748406,7.41636518892587,8.02449769344045,7.73898103004947,6.88025307119908,8.38170744763783,7.68563337950997,7.90124151607206
"95","CV","bub","zub","bub-zub","b-z","manXplc_obs",7.59637416147027,8.44518282142956,11.3991294639753,10.5362034598424,10.6307694328017,10.9733841967505,7.59575023177283,7.8238240056523
"96","CV","bup","cup","bup-cup","b-c","multi",12.2726080262268,10.3440526936753,9.86881089558858,10.80804252252,11.8082179710643,11.5270795712583,9.32521861862789,8.78048790453473
"97","CV","bup","Dup","bup-Dup","b-D","manXplc_obs",8.28766681060174,7.66099610305647,6.68147753548393,8.35834805394056,8.87946356654301,8.22500475358846,7.40676225253531,7.97902746029372
"98","CV","bup","dup","bup-dup","b-d","plc_plos",7.35526894801934,8.73554431640195,8.25992570621128,7.48829482540268,8.42336702778776,9.73164057708007,9.04227912307624,6.92947764078753
"99","CV","bup","fup","bup-fup","b-f","voiXman",11.3155314112701,8.33350437714168,7.00156631545188,8.24847793851995,9.31919734832102,8.07285453066559,7.31450355920952,6.64880778772733
"100","CV","bup","gup","bup-gup","b-g","plc_plos",9.33101191272219,6.66426605134489,6.24203449769586,6.09310007299435,9.0909449897823,7.29056012776601,6.97459223218417,7.0851321200231
"101","CV","bup","hup","bup-hup","b-h","multi",9.83930501983276,8.01026864260982,7.00924924100327,6.75630229887411,7.66770191225496,7.50530032239085,8.08236960435779,8.2833078047455
"102","CV","bup","jup","bup-jup","b-j","manXplc_obs",10.7209935630513,9.07565922210696,9.48833914210164,9.52975468407399,10.4331813959303,11.5882801440078,9.55551594455295,8.58802266291419
"103","CV","bup","kup","bup-kup","b-k","voiXplc",9.33664731916161,8.36199489282045,7.28205576470002,7.89677642533362,9.61356706336447,7.23358696674297,8.5406617921381,7.56233104941423
"104","CV","bup","lup","bup-lup","b-l","multi",10.0977938831052,8.77607728673997,6.93273866248807,6.68503240168274,8.91610819508559,9.4261959601126,6.9740712955872,8.27907696208418
"105","CV","bup","mup","bup-mup","b-m","nasXson",7.48746744776608,7.18789577546602,8.46876289239071,7.12698249323499,6.9335629148471,8.54550653993745,7.82070760992842,6.20026320586726
"106","CV","bup","nup","bup-nup","b-n","multi",7.25327109706835,9.06374668323693,7.65628880299512,9.36769077874786,7.82639370718871,9.7288548504175,8.61658197859244,NA
"107","CV","bup","pup","bup-pup","b-p","voi_plos",8.72140219610601,7.80414712861423,5.6578558999912,8.49076320253324,7.4570552053197,7.61746500510854,6.01551609264464,7.18309657531168
"108","CV","bup","rup","bup-rup","b-r","multi",8.95694326387835,9.21972326591363,6.13442614559157,7.85715938487701,9.17533092765689,8.0625509074517,7.23349118735604,7.31345000996198
"109","CV","bup","Sup","bup-Sup","b-S","multi",13.3730606951798,10.9023295966606,10.7103937357302,11.2983562108562,11.8806803918646,12.7409284231326,9.93619324200914,9.79173292769908
"110","CV","bup","sup","bup-sup","b-s","multi",12.3320143683823,9.99107403430991,9.81609979847391,10.6814898264285,12.7114266074352,11.9180642903736,9.27129034815807,8.47137856291676
"111","CV","bup","Tup","bup-Tup","b-T","multi",13.6670322479664,10.0175769018956,8.86754852900435,8.45167772794564,8.37550652030548,9.46835682155142,8.8758941713154,8.89752387347905
"112","CV","bup","tup","bup-tup","b-t","voiXplc",9.08211189169141,10.1104118098717,9.15054520395618,9.19816266028393,9.67442034313247,10.6208738695254,9.51242403222698,7.99892214479405
"113","CV","bup","vup","bup-vup","b-v","man_obs",6.26708699751816,8.62232342043981,6.38702393840655,6.78638861774065,7.2244375183482,6.53240804327544,8.00252699493444,6.3767987310847
"114","CV","bup","zup","bup-zup","b-z","manXplc_obs",9.64939497170133,9.10249693210116,7.90706218035135,8.98152384159411,10.103424543608,11.5850568752889,9.0111470916187,8.40379180349264
"115","CV","cab","dab","cab-dab","c-d","multi",7.65128777537628,8.4918541348356,7.85280109255589,5.89838727183002,8.90531663242254,7.23689159550895,7.77166311305184,7.05007036528514
"116","CV","cab","Dab","cab-Dab","c-D","multi",8.03438066685013,9.57078255640464,8.32208045427132,8.72334510429935,10.6945023257503,11.029307543819,8.69603900507585,10.2727478542704
"117","CV","cab","fab","cab-fab","c-f","manXplc_obs",7.88987316114823,8.69942239233708,9.1018985529757,8.75450069034417,7.39071994693473,7.95060889502049,7.37675161778953,8.05804524847512
"118","CV","cab","gab","cab-gab","c-g","multi",9.92973965241772,6.04046293120677,8.03196562831946,7.9231555185774,9.94910447476986,8.71097184231659,7.80099358837587,NA
"119","CV","cab","hab","cab-hab","c-h","manXplc_obs",10.6990054978209,7.8313331830867,8.57539990036971,8.93342969630287,8.1113161734538,8.96942734249848,8.82879269291429,9.62926136779811
"120","CV","cab","jab","cab-jab","c-j","voi_aff",6.98600638095449,6.52487773600161,8.70202667559897,7.25815926209198,7.60898492367442,8.69443205588625,NA,NA
"121","CV","cab","kab","cab-kab","c-k","manXplc_obs",8.64378336794004,8.53211212265362,7.449175202517,8.96128701953205,8.12139496081359,7.66754714381673,8.05087345073585,7.9734140834474
"122","CV","cab","lab","cab-lab","c-l","multi",11.3129773662759,10.726944602578,9.65811757427391,9.6737398748858,11.560510497844,9.58639132858238,11.5481632618307,8.86370731265501
"123","CV","cab","mab","cab-mab","c-m","multi",9.71703828991723,9.88193736298789,9.12868637586718,8.72257173327511,10.170741114101,10.7963685630131,9.06066012379619,10.1292849121775
"124","CV","cab","nab","cab-nab","c-n","multi",9.74096563141275,8.24323237531239,8.45554212490017,8.3808766023156,9.82545790530058,10.7408265524158,9.60295247660001,9.27913551265331
"125","CV","cab","pab","cab-pab","c-p","manXplc_obs",10.2239055233557,10.3537253557027,7.4472708144898,7.66022307331344,8.4992344117071,8.4632633974411,10.4590901718348,7.5481495233395
"126","CV","cab","rab","cab-rab","c-r","multi",9.19026624779945,9.45270478434759,9.00396895343443,9.4783342968774,9.53920654272884,10.611433548698,11.5176306268379,10.6210827277753
"127","CV","cab","sab","cab-sab","c-s","manXplc_obs",9.21814694283734,9.03285461720105,8.35583084212437,7.98508017084933,10.8094288876132,7.65565718237919,9.22761039008785,7.78527470267418
"128","CV","cab","Sab","cab-Sab","c-S","man_obs",7.65436788594914,6.2799724507917,6.0497242426951,7.4029978374049,5.68889901723015,7.10562392035663,9.00952502888756,8.1102154839887
"129","CV","cab","tab","cab-tab","c-t","manXplc_obs",6.30032476444793,9.62173254998162,7.65939184423801,7.64386061315983,7.3630667569539,7.67072736224948,8.35616751237865,9.09199797897107
"130","CV","cab","Tab","cab-Tab","c-T","manXplc_obs",8.75551769853749,9.36383025264325,7.9206447383619,8.28578552720985,8.16087958164909,7.95829408711962,8.9669531177636,9.66449598902259
"131","CV","cab","vab","cab-vab","c-v","multi",9.16212254523371,10.7711234618417,9.36751081585003,8.57476687634513,9.10445176605582,9.70235316273048,9.76756196769993,10.9269666515636
"132","CV","cab","zab","cab-zab","c-z","multi",10.8759757752717,10.5787190208078,8.85648728240739,8.68668949535157,10.6308248355219,9.977605689083,9.15434324689929,8.49262568667629
"133","CV","cap","dap","cap-dap","c-d","multi",7.79068314349506,8.22612016631322,8.03502411097979,8.32542391572847,8.31798014178471,9.10535083600706,8.94144950654542,8.37383955147819
"134","CV","cap","Dap","cap-Dap","c-D","multi",8.60496908307423,9.42042283025521,8.13333860283167,9.94216291610198,9.16129231778294,9.58580526427579,9.12115199821836,7.70751739034116
"135","CV","cap","fap","cap-fap","c-f","manXplc_obs",9.96970589730465,8.08213547300902,7.60317641079424,8.32846228142028,8.47520131052605,9.49258040716547,9.15894283951094,8.51705353608356
"136","CV","cap","gap","cap-gap","c-g","multi",9.4816852452614,8.71900938376942,8.36097640418491,8.19488390196045,9.12583831465086,9.11024027207595,7.66806412498361,7.93297965335046
"137","CV","cap","hap","cap-hap","c-h","manXplc_obs",8.10743069670698,9.45149457400424,8.5089028477359,8.33747793952852,9.96645529144245,10.4711123104523,9.68394098988615,9.25223721734221
"138","CV","cap","jap","cap-jap","c-j","voi_aff",8.82713834587521,8.71527242205846,6.28359006712908,8.10096204405316,7.67636923976565,8.24246920811534,NA,7.93482209695943
"139","CV","cap","kap","cap-kap","c-k","manXplc_obs",10.5129687717559,9.48803436565341,9.10001562882573,8.7018817439328,10.2425073634088,11.0928142447188,9.08163409308613,8.56213308452157
"140","CV","cap","lap","cap-lap","c-l","multi",11.4560612709669,13.0370058767348,10.740984691912,11.4003831335099,11.0519945321198,12.1390849219108,11.672480268641,10.3216236559635
"141","CV","cap","map","cap-map","c-m","multi",9.63498217446747,9.91713339439357,9.60721715289803,8.44563161044904,10.0831494527998,11.7355432043004,11.1585276843561,11.3623361972385
"142","CV","cap","nap","cap-nap","c-n","multi",9.98552369800767,9.67287141932129,9.5980015320116,9.17296740274461,10.203996316874,10.4809389182284,11.0176079014821,10.9335056322261
"143","CV","cap","pap","cap-pap","c-p","manXplc_obs",8.40813792784324,8.98697185270185,8.07259396194715,9.85102188075201,8.74372281262088,10.2800886077815,8.87471401185971,8.97464566012812
"144","CV","cap","rap","cap-rap","c-r","multi",10.3267925177651,10.1482872118821,9.25218193870701,10.2132053031411,10.2564169341158,12.1365611578815,10.8381266848835,10.4524190019469
"145","CV","cap","sap","cap-sap","c-s","manXplc_obs",8.2803499306787,10.1582774244358,8.46644153875051,8.20206757462134,10.5572583828377,9.90454680629321,9.14122004184683,8.33458228496563
"146","CV","cap","Sap","cap-Sap","c-S","man_obs",8.34582923816891,6.95423822066648,6.86077231368677,7.71592882575873,6.96622685301886,6.85285161684507,6.3326931464007,7.67473661037306
"147","CV","cap","tap","cap-tap","c-t","manXplc_obs",8.64537970598573,8.28036907674226,8.73494196795058,7.66323379068149,7.12471459267998,8.79590550564111,8.92689686047227,9.73896646090417
"148","CV","cap","Tap","cap-Tap","c-T","manXplc_obs",7.77569982944326,9.32137298651502,7.67442500446285,9.22009710438296,9.16260014411303,8.74815013263586,8.18580486243146,7.27436411089913
"149","CV","cap","vap","cap-vap","c-v","multi",10.5016868196664,9.16844756369705,9.46412695730015,8.59705996375566,10.0067731225135,10.4226407017544,10.0761544534082,8.72312333455633
"150","CV","cap","zap","cap-zap","c-z","multi",10.302472349063,10.4239193801635,8.81569126151433,10.5598224895297,11.5757425853541,12.292725746155,10.1490206483067,9.69344418372131
"151","CV","cib","dib","cib-dib","c-d","multi",8.08257895354534,7.7910247646392,6.82536292201914,8.57680608238812,8.2611418373178,8.2869803951283,7.68747961720949,7.82162394516515
"152","CV","cib","Dib","cib-Dib","c-D","multi",10.0926282865652,10.8045065637892,8.47122526911317,7.83300381333135,10.2567145143493,8.4992089190525,8.34481872662811,8.41430209555148
"153","CV","cib","fib","cib-fib","c-f","manXplc_obs",10.0897201806743,8.99668526566119,7.94758115266524,7.49857891093677,8.6126022473169,7.63241429399768,9.1509539927348,8.82541465121078
