"DiffPos","S1","S2","Contrast","PhonX","FeatX","F1_1","F1_2","M1_1","M1_2","F2_1","F2_2","M2_1","M2_2"
"CV","bab","cab","bab-cab","b-c","multi",10.9006194222363,10.6360938709228,11.0495752495729,11.5643045505771,9.46142518138353,11.0570809553003,10.0703564623943,10.3449052500824
"CV","bab","dab","bab-dab","b-d","plc_plos",8.47940795115202,8.46278546692472,8.28839091198528,9.31969243193958,9.9891471963792,9.62607067355816,9.50726512949663,10.5446472011455
"CV","bab","Dab","bab-Dab","b-D","manXplc_obs",9.67430942289587,8.79107889348315,8.31127071325665,9.14172940017125,9.99307591988858,10.2428100730811,10.1748585931434,11.2346455651629
"CV","bab","fab","bab-fab","b-f","voiXman",13.2769995845946,11.2637206412882,9.27177914716816,8.63195464783666,8.49650867142109,10.0031059841939,9.0641554293454,12.1708267643769
"CV","bab","gab","bab-gab","b-g","plc_plos",11.4424388726394,7.66151773497869,8.9986208887297,7.77172458961142,10.2702336254764,9.62753182379014,11.9576318473841,NA
"CV","bab","hab","bab-hab","b-h","multi",12.1849851095919,9.30943184935286,8.57793631862051,8.86896831604579,8.12394416707401,9.89511046838564,9.91620334200926,12.868092279444
"CV","bab","jab","bab-jab","b-j","manXplc_obs",11.2290252837128,9.40668269418494,9.82469468469466,9.3278386891139,11.3084873402549,9.75054213548022,NA,NA
"CV","bab","kab","bab-kab","b-k","voiXplc",10.7650026669531,9.06110003744825,9.87364125229315,9.44426242797091,8.53405754103848,10.5569557369244,11.3481040423391,12.1941324688487
"CV","bab","lab","bab-lab","b-l","multi",11.5206086108251,9.22131905567137,8.55106577372003,9.49774177352122,10.946466348321,10.6744863229861,11.3172419239027,10.3762912122713
"CV","bab","mab","bab-mab","b-m","nasXson",12.0427044280561,10.7719720034585,10.0062151751914,10.2768860992806,10.0365149918638,12.5028718841575,10.1685667730704,11.2273897483147
"CV","bab","nab","bab-nab","b-n","multi",11.6814370704354,9.92486803918917,9.62059411849642,11.8217577478595,11.4374941521463,10.9562319928979,13.0117924932607,10.4570906984493
"CV","bab","pab","bab-pab","b-p","voi_plos",13.88778269571,10.322972764516,8.56718749946307,8.27714080492723,7.96859246115578,9.40300586906798,12.3303432907779,9.80543703577184
"CV","bab","rab","bab-rab","b-r","multi",10.2248531747482,8.9940739599334,9.22290085514335,10.4295184780718,10.5327954820441,10.6296791422577,10.419026672586,10.7961119222827
"CV","bab","sab","bab-sab","b-s","multi",12.3563036800641,11.2083471763674,9.48244501689088,8.64560930522526,12.2407373556128,9.97555192710167,12.3842701168271,12.54339307891
"CV","bab","Sab","bab-Sab","b-S","multi",14.8322439034399,11.4058910851239,11.0243900686399,10.8732882540712,10.1449174168902,12.372418754245,11.2232850166607,11.826115039095
"CV","bab","tab","bab-tab","b-t","voiXplc",10.8970433802071,10.2847000137378,8.88031147887776,8.57846472335476,8.21769571933871,8.69689414055224,10.8014968480585,10.3466724609071
"CV","bab","Tab","bab-Tab","b-T","multi",13.7768646549485,13.4347460881604,9.84178355153839,9.88906518828521,10.1833803335172,10.8912288972519,10.576768848807,13.4496433921889
"CV","bab","vab","bab-vab","b-v","man_obs",11.2148239724231,9.64254590970498,7.81543572540452,9.3639702014669,8.56783397518876,11.1745430384938,8.94482788446985,10.3089645052434
"CV","bab","zab","bab-zab","b-z","manXplc_obs",12.108155941964,9.97508109723148,10.2177504557437,10.7083537830518,11.7406499414993,10.3190856526106,10.6465501320926,11.6438609686924
"CV","bap","cap","bap-cap","b-c","multi",13.4385708607487,10.6694176828492,10.6604199983907,10.7490208484184,12.2139496073488,11.9264398021352,10.8977660990544,9.81624343745243
"CV","bap","dap","bap-dap","b-d","plc_plos",9.69366194890879,8.80312609608758,9.03272997563772,8.03618868670577,9.73472598809131,8.22530379051122,10.7394788588509,11.210749724146
"CV","bap","Dap","bap-Dap","b-D","manXplc_obs",11.8659798242097,10.5007691635211,9.1469519118962,8.78377231721738,10.0689045660863,10.19814454352,8.2703926054739,9.09411586990672
"CV","bap","fap","bap-fap","b-f","voiXman",9.19238182905181,10.9955277095902,9.3390115237242,9.29085477517015,11.8560830591036,10.5847887212037,11.7718930341457,10.6632779753003
"CV","bap","gap","bap-gap","b-g","plc_plos",7.81102748340344,10.8058124071851,9.7266130027518,8.25108172096926,9.7697891003018,10.139077691455,9.48517150918082,10.3479308686728
"CV","bap","hap","bap-hap","b-h","multi",13.4065322325665,10.5218670944968,9.95413763728326,9.83726923091952,9.83559626589083,9.84073826181974,10.9130591087793,10.2189351077775
"CV","bap","jap","bap-jap","b-j","manXplc_obs",14.4883698252696,10.9230194540874,9.94764710661599,10.5889047923127,10.4767349083057,10.651566080824,NA,12.1086155890155
