"","DiffPos","S1","S2","Contrast","PhonX","FeatX","F1_1","F1_2","M1_1","M1_2","F2_1","F2_2","M2_1","M2_2"
"1","CV","bab","cab","bab-cab","b-c","multi",10.4580894435105,9.49246144899482,9.61051303483799,10.6118684329392,8.60732078897113,10.0347983577481,9.36648549799173,9.5128274011432
"2","CV","bab","dab","bab-dab","b-d","plc_plos",7.43178167295068,7.48145182148223,7.60924046456803,7.99104356681955,8.56894646699774,8.72845113683446,8.37313345093597,9.86513857497877
"3","CV","bab","Dab","bab-Dab","b-D","manXplc_obs",8.74196608875671,7.77683804922683,7.47275654865295,7.99454730842186,8.96917418031234,9.04341997295096,9.30679197528032,10.6224607509087
"4","CV","bab","fab","bab-fab","b-f","voiXman",11.4683640492424,9.84299052934199,7.92892236394243,7.10807068315379,7.39475817916723,9.01335163492272,8.07252810274227,11.2184603855585
"5","CV","bab","gab","bab-gab","b-g","plc_plos",10.3899850760209,6.63081123287855,7.84972957429584,6.83872358760322,9.78449359637893,8.28060848428933,11.4415471985044,NA
"6","CV","bab","hab","bab-hab","b-h","multi",11.0763162632496,8.67474357990585,7.61877178495833,7.48586119606776,7.47965130962035,9.00812140363811,9.12894454315575,11.930559813921
"7","CV","bab","jab","bab-jab","b-j","manXplc_obs",10.5954500359234,8.60249077145377,9.19485015274848,8.19010535869578,10.4589960008064,8.93803887923083,NA,NA
"8","CV","bab","kab","bab-kab","b-k","voiXplc",9.4171648678137,8.60351196843107,9.01354184165202,8.19912116099633,7.71199063926444,9.62009810620506,10.3352817289354,10.5089098311494
"9","CV","bab","lab","bab-lab","b-l","multi",10.7830961859902,8.38346797338969,6.96133643502282,7.88961020023094,9.93158801692827,9.17303302938137,10.1787558641202,9.18706476789802
"10","CV","bab","mab","bab-mab","b-m","nasXson",9.96061359274835,8.77771194574514,9.09192004108494,9.49398544417303,9.07224872108777,10.4646328879522,9.29314888565838,10.5172279134467
"11","CV","bab","nab","bab-nab","b-n","multi",10.3801392155154,8.85068580697108,8.84440685137727,10.9276989377856,10.5008175336137,9.49135775738221,11.2146992946156,9.0684903070211
"12","CV","bab","pab","bab-pab","b-p","voi_plos",11.6621719812252,9.32408011063698,7.30520297647709,7.46954929796925,7.03555972414892,8.33450803760423,11.2863588706885,8.94470135425044
"13","CV","bab","rab","bab-rab","b-r","multi",8.74861508177418,8.09789413758095,8.14011589484019,8.41767020132381,9.80530929062426,9.59277831458013,9.08883047251849,9.803336579083
"14","CV","bab","sab","bab-sab","b-s","multi",11.1767245105282,10.6021593880093,8.64573419380554,7.79620287272105,11.2478033239691,9.03186455587082,11.49631801355,11.7180930193052
"15","CV","bab","Sab","bab-Sab","b-S","multi",14.0094487219659,10.4033203580942,10.442200817933,9.84094652709124,9.06372487491135,11.6122547696246,10.513636477258,11.0609674499543
"16","CV","bab","tab","bab-tab","b-t","voiXplc",9.77520669528219,9.0173699155503,7.68024740716153,7.71878869646865,7.14726337948755,7.65561923414873,9.27027061387421,9.52403506793323
"17","CV","bab","Tab","bab-Tab","b-T","multi",12.1681556959497,12.1772874578705,8.63601759043201,8.64065070080339,9.47684333184313,9.97016880081136,9.70098582776166,12.5038589322111
"18","CV","bab","vab","bab-vab","b-v","man_obs",10.2080231928539,8.91033517476304,7.05316064425491,8.68895523978898,7.95993004871915,10.1692153983387,7.99025675302734,9.6824424577716
"19","CV","bab","zab","bab-zab","b-z","manXplc_obs",10.8049060612672,8.61888161696496,9.49343410115217,9.91275746913471,11.0176189022726,9.31688315752263,9.78285857662538,11.0839966592929
"20","CV","bap","cap","bap-cap","b-c","multi",11.7263526942684,9.90180949202601,9.91004919366681,9.89693328883564,10.7670540639423,11.1240660210928,9.96880667565664,9.06085771435442
"21","CV","bap","dap","bap-dap","b-d","plc_plos",8.50073856751487,7.71565449338782,7.87951155344333,6.93399304990839,8.61394280788449,7.09343505447007,9.79642302284771,10.2084028307972
"22","CV","bap","Dap","bap-Dap","b-D","manXplc_obs",9.19821026655032,9.17159732137786,8.11486069923304,7.79218080062994,9.0092986355866,8.82267082796898,7.46494386879778,7.87165875678009
"23","CV","bap","fap","bap-fap","b-f","voiXman",8.0325969113968,10.1588960823305,8.45640384327741,8.12921576384228,10.8859521002948,9.83848263175713,10.7403189736,9.78250766392784
"24","CV","bap","gap","bap-gap","b-g","plc_plos",6.67579844918276,9.26689186385741,8.782363866886,7.420094613607,8.24698104138299,9.00302034124393,8.17334531958229,9.49518471112295
"25","CV","bap","hap","bap-hap","b-h","multi",11.6658741255851,9.65214813898185,9.02347400551816,8.71976434134912,8.57673483649956,8.98941004062475,9.93558388485257,9.38353722189258
"26","CV","bap","jap","bap-jap","b-j","manXplc_obs",12.8125456236872,10.0406046239361,8.87267495604552,9.33886834661327,9.59778854970475,9.79607119092534,NA,11.1066028006922
"27","CV","bap","kap","bap-kap","b-k","voiXplc",9.52495377775523,9.23643288169787,8.395237835661,8.77778190547445,8.80707985020033,8.50291185077354,10.2724765516715,8.96552984075627
"28","CV","bap","lap","bap-lap","b-l","multi",9.38520977905427,9.69600050422283,9.87680652881392,9.01634533683654,8.46486077047147,9.11937665573354,8.96794327325861,8.60070376176875
"29","CV","bap","map","bap-map","b-m","nasXson",12.7715926573021,10.0669985875481,9.93537641105863,8.78439373286739,9.36413855344771,10.4212852910154,10.2435617777815,10.0218535057455
"30","CV","bap","nap","bap-nap","b-n","multi",11.0262070877616,9.80825311186783,12.6851888426672,9.77235410315944,10.2047292258656,10.4051433176128,10.1909768113288,10.6052329288368
